,SEX,RAC1P
1347584,2.0,1.0
1092696,2.0,1.0
1549264,1.0,1.0
1189695,2.0,1.0
1497989,2.0,6.0
521683,2.0,1.0
334865,2.0,1.0
1139370,2.0,1.0
1645839,1.0,1.0
958406,1.0,1.0
794657,2.0,2.0
570592,2.0,1.0
706917,1.0,2.0
728147,1.0,1.0
329397,2.0,1.0
1264302,2.0,1.0
740909,1.0,1.0
1301422,1.0,9.0
1332592,2.0,1.0
1567642,2.0,1.0
519745,2.0,1.0
1198487,2.0,1.0
1134539,2.0,1.0
757366,2.0,1.0
1012314,2.0,2.0
841748,2.0,2.0
1185763,1.0,1.0
917319,1.0,8.0
433688,2.0,1.0
254898,2.0,9.0
133678,1.0,1.0
1081297,1.0,2.0
537577,1.0,1.0
300758,2.0,1.0
1555541,1.0,1.0
1178992,1.0,2.0
679602,2.0,1.0
986351,1.0,1.0
468074,1.0,1.0
1325689,1.0,1.0
705345,2.0,6.0
141347,1.0,1.0
89933,1.0,1.0
856924,2.0,1.0
1569709,1.0,1.0
1198948,2.0,1.0
988032,1.0,1.0
532108,1.0,1.0
1543486,2.0,1.0
53525,1.0,1.0
422163,1.0,1.0
1016201,2.0,6.0
307052,2.0,1.0
32972,1.0,8.0
498732,2.0,1.0
702266,2.0,1.0
649537,2.0,2.0
6750,1.0,1.0
597070,2.0,1.0
475447,2.0,1.0
1056236,2.0,2.0
446063,2.0,8.0
1587132,1.0,6.0
1427729,1.0,1.0
864019,2.0,1.0
922211,2.0,1.0
580765,2.0,1.0
1577953,1.0,1.0
1427585,1.0,1.0
49637,2.0,1.0
1011696,1.0,1.0
325728,2.0,1.0
1304039,1.0,2.0
1604040,1.0,1.0
972160,1.0,2.0
519043,2.0,8.0
883788,1.0,1.0
554172,1.0,1.0
854523,1.0,1.0
1150883,1.0,1.0
351555,2.0,1.0
1502884,1.0,1.0
1332032,2.0,1.0
206170,1.0,1.0
134519,1.0,8.0
83345,1.0,6.0
242661,1.0,1.0
802836,1.0,1.0
575440,1.0,1.0
573870,1.0,1.0
922093,1.0,1.0
1171733,1.0,1.0
117688,2.0,1.0
776733,2.0,1.0
1640442,2.0,1.0
953710,2.0,2.0
1545188,1.0,1.0
446285,2.0,1.0
956340,2.0,1.0
1411177,2.0,1.0
1493048,2.0,1.0
507501,1.0,1.0
977082,1.0,2.0
570437,2.0,1.0
28845,1.0,1.0
563715,2.0,1.0
1035081,2.0,1.0
131096,2.0,1.0
685000,2.0,6.0
340811,2.0,1.0
1069098,1.0,1.0
1594888,2.0,1.0
442489,2.0,1.0
491884,1.0,2.0
1415178,2.0,1.0
990462,2.0,1.0
1589956,1.0,9.0
666662,2.0,1.0
1097391,1.0,1.0
1437336,1.0,1.0
943035,2.0,6.0
433313,1.0,8.0
1004502,1.0,1.0
1293581,1.0,1.0
646268,2.0,1.0
1409825,2.0,1.0
997897,1.0,1.0
481716,2.0,8.0
542320,1.0,1.0
1009177,1.0,1.0
1562119,1.0,2.0
987572,2.0,1.0
34741,1.0,1.0
1163228,1.0,1.0
1581963,2.0,1.0
154056,1.0,9.0
1415698,2.0,1.0
1286158,1.0,1.0
1136128,2.0,1.0
1282424,2.0,1.0
954796,2.0,1.0
1232655,1.0,2.0
1153279,2.0,1.0
905778,2.0,2.0
1374327,1.0,8.0
701975,2.0,1.0
1057176,2.0,1.0
500496,1.0,1.0
36033,2.0,1.0
287927,2.0,1.0
1215431,2.0,1.0
1619151,2.0,1.0
1662447,2.0,1.0
923302,2.0,1.0
718903,2.0,1.0
898588,1.0,1.0
883640,1.0,1.0
954541,2.0,2.0
1099602,1.0,6.0
178873,2.0,6.0
1010269,1.0,2.0
331045,2.0,1.0
1308964,2.0,1.0
730590,1.0,1.0
1624821,1.0,1.0
1629691,1.0,1.0
1310823,2.0,1.0
1392776,2.0,1.0
1387365,1.0,1.0
439136,1.0,2.0
782187,1.0,1.0
1565643,2.0,1.0
1133226,2.0,1.0
376933,2.0,2.0
553107,2.0,2.0
535950,1.0,1.0
971647,2.0,1.0
60559,2.0,1.0
140170,2.0,6.0
811309,1.0,1.0
1341024,2.0,1.0
1555379,2.0,2.0
482251,2.0,1.0
165944,1.0,1.0
416528,1.0,1.0
1481371,1.0,1.0
1120969,2.0,1.0
1629329,2.0,1.0
96454,1.0,1.0
437136,2.0,1.0
549889,1.0,1.0
166589,2.0,1.0
1441664,2.0,1.0
1631673,1.0,1.0
603702,1.0,1.0
1465089,2.0,1.0
848183,2.0,1.0
1108758,2.0,1.0
655972,1.0,1.0
340373,1.0,2.0
311167,1.0,1.0
956897,2.0,1.0
1543321,1.0,1.0
215589,2.0,1.0
1308491,2.0,2.0
63988,1.0,2.0
75220,2.0,1.0
1417775,1.0,1.0
1325427,2.0,1.0
600148,1.0,1.0
1175947,1.0,1.0
1054030,2.0,8.0
1201931,2.0,1.0
1454469,1.0,1.0
393849,2.0,1.0
539525,1.0,1.0
870961,2.0,1.0
655598,2.0,2.0
620486,2.0,1.0
149970,2.0,6.0
1433682,2.0,1.0
1324592,1.0,1.0
747716,2.0,1.0
1593371,2.0,1.0
1343651,2.0,2.0
121163,2.0,1.0
1074650,1.0,2.0
165530,1.0,1.0
1055438,1.0,1.0
797142,2.0,6.0
1476628,1.0,1.0
1453155,2.0,1.0
832137,1.0,2.0
890376,1.0,1.0
446125,1.0,1.0
1117440,1.0,1.0
869175,1.0,1.0
930951,1.0,1.0
1202298,1.0,1.0
1527689,2.0,1.0
273695,2.0,1.0
1030004,2.0,5.0
100913,1.0,1.0
976316,1.0,1.0
1584122,2.0,1.0
405695,2.0,6.0
1599449,2.0,9.0
1210558,2.0,1.0
352295,1.0,1.0
180725,1.0,1.0
248902,2.0,3.0
1372183,2.0,1.0
411945,1.0,1.0
1640799,2.0,1.0
266359,2.0,6.0
53703,1.0,1.0
625779,2.0,1.0
1295738,2.0,1.0
853361,1.0,1.0
7870,2.0,1.0
1504251,1.0,1.0
338408,2.0,8.0
119474,2.0,1.0
695497,1.0,1.0
6330,1.0,1.0
500765,1.0,6.0
1335527,1.0,1.0
403385,2.0,1.0
379422,1.0,6.0
1040298,2.0,1.0
115907,2.0,6.0
1045700,1.0,1.0
1068570,1.0,2.0
842486,1.0,1.0
1196816,1.0,1.0
18908,2.0,1.0
701746,2.0,2.0
1615183,1.0,1.0
352759,2.0,6.0
968911,2.0,1.0
282000,1.0,1.0
1251410,2.0,1.0
799916,1.0,1.0
918002,1.0,1.0
126995,2.0,1.0
750307,1.0,2.0
1210321,2.0,1.0
212108,2.0,8.0
671547,1.0,1.0
928810,2.0,1.0
252305,1.0,1.0
896595,1.0,6.0
1409539,1.0,9.0
812377,2.0,1.0
1309210,1.0,1.0
897876,2.0,2.0
896778,1.0,1.0
275426,2.0,1.0
1324406,2.0,1.0
792020,1.0,1.0
712870,2.0,1.0
815008,2.0,1.0
1108939,2.0,2.0
1232167,1.0,1.0
1577645,1.0,1.0
400375,1.0,1.0
1540144,2.0,2.0
1237603,2.0,1.0
1569318,2.0,2.0
820452,2.0,1.0
417893,2.0,1.0
861570,1.0,1.0
1594357,1.0,1.0
236280,1.0,6.0
224653,2.0,1.0
1309180,2.0,1.0
9101,2.0,1.0
28366,2.0,8.0
1109278,1.0,1.0
1093835,1.0,9.0
594725,1.0,1.0
488659,2.0,1.0
1062191,2.0,1.0
1600707,2.0,1.0
1268940,1.0,1.0
79712,1.0,8.0
80209,2.0,1.0
478538,1.0,1.0
1537804,1.0,1.0
87246,2.0,1.0
1076031,1.0,1.0
163395,1.0,8.0
690167,1.0,6.0
655568,1.0,1.0
579892,1.0,1.0
86834,1.0,1.0
378931,2.0,1.0
1638894,1.0,1.0
208358,1.0,6.0
1346985,2.0,6.0
705381,2.0,1.0
247223,2.0,6.0
61576,1.0,1.0
1545524,2.0,1.0
934768,2.0,6.0
977291,2.0,1.0
665075,1.0,2.0
391717,2.0,1.0
1149189,1.0,1.0
764938,2.0,1.0
1529442,2.0,1.0
561636,2.0,1.0
306425,2.0,1.0
1652534,1.0,1.0
21519,1.0,1.0
1094326,1.0,1.0
1200181,1.0,1.0
1446445,1.0,6.0
1141428,2.0,2.0
571970,1.0,1.0
1003272,2.0,1.0
1332913,1.0,1.0
641831,1.0,1.0
1303834,1.0,1.0
770550,1.0,1.0
739796,1.0,1.0
1480128,1.0,1.0
1459427,1.0,1.0
1417706,1.0,1.0
484629,1.0,1.0
1639254,1.0,8.0
1417655,2.0,1.0
363412,1.0,1.0
1408455,2.0,1.0
228515,1.0,1.0
645953,2.0,1.0
580870,2.0,1.0
1104966,1.0,1.0
1597513,2.0,1.0
445904,2.0,1.0
132504,1.0,6.0
858917,1.0,1.0
181614,1.0,6.0
66676,2.0,1.0
174612,1.0,8.0
1599173,1.0,1.0
1143496,2.0,1.0
1137056,1.0,1.0
201036,1.0,1.0
611779,1.0,1.0
1413187,2.0,2.0
601374,1.0,1.0
1227527,1.0,1.0
766490,1.0,1.0
353774,1.0,8.0
269229,1.0,1.0
194011,1.0,1.0
1125668,2.0,1.0
805281,1.0,1.0
645532,1.0,1.0
1153367,2.0,1.0
1367276,1.0,1.0
1506693,2.0,1.0
396324,1.0,1.0
456617,2.0,2.0
104571,1.0,1.0
461910,1.0,1.0
97483,2.0,6.0
443355,1.0,6.0
1628458,2.0,1.0
673023,2.0,1.0
1385202,1.0,3.0
303405,2.0,1.0
1049703,1.0,1.0
1551632,1.0,1.0
1582761,2.0,1.0
1042243,1.0,1.0
891789,2.0,9.0
524192,2.0,6.0
582980,2.0,1.0
141478,2.0,1.0
1275355,2.0,1.0
65143,1.0,1.0
1118547,1.0,1.0
917139,1.0,1.0
896152,2.0,1.0
1242821,2.0,1.0
1172830,2.0,1.0
836774,1.0,1.0
1421443,1.0,1.0
703691,2.0,2.0
1383078,1.0,1.0
964330,1.0,1.0
1324816,1.0,2.0
313231,1.0,1.0
1234311,2.0,1.0
519985,1.0,8.0
549474,2.0,1.0
518496,2.0,2.0
1064062,2.0,1.0
1176968,1.0,1.0
326673,2.0,1.0
1354755,2.0,1.0
1449931,1.0,1.0
548036,1.0,1.0
1473785,2.0,1.0
346211,1.0,1.0
1107873,1.0,2.0
1114967,2.0,6.0
1582373,1.0,1.0
256765,1.0,1.0
1423853,2.0,1.0
47465,2.0,1.0
1338441,1.0,1.0
1423497,2.0,1.0
284776,1.0,1.0
50194,2.0,1.0
18024,1.0,1.0
1434392,2.0,1.0
1067763,2.0,1.0
912986,1.0,1.0
412324,2.0,1.0
680144,2.0,2.0
178768,2.0,2.0
605732,2.0,1.0
253190,1.0,1.0
1603572,1.0,2.0
993545,1.0,1.0
1164505,1.0,1.0
347750,2.0,1.0
1005270,1.0,1.0
1024432,1.0,1.0
247893,1.0,8.0
1432056,2.0,1.0
1577111,1.0,1.0
409082,2.0,1.0
220511,1.0,8.0
188862,1.0,1.0
1531800,1.0,1.0
10111,2.0,1.0
356339,1.0,1.0
1494646,2.0,6.0
938463,2.0,1.0
480435,1.0,6.0
466462,2.0,1.0
340430,1.0,1.0
41572,2.0,1.0
439087,2.0,2.0
771926,2.0,1.0
715876,1.0,1.0
1041806,1.0,6.0
229542,1.0,1.0
1661492,1.0,1.0
618516,2.0,6.0
907220,2.0,1.0
859477,1.0,1.0
558679,1.0,1.0
1017838,2.0,1.0
670920,2.0,1.0
914579,1.0,2.0
1147081,2.0,1.0
1195390,2.0,1.0
1437093,1.0,9.0
693683,1.0,8.0
486002,1.0,1.0
1001421,1.0,1.0
1565529,2.0,1.0
633264,1.0,2.0
734486,2.0,1.0
708248,1.0,1.0
1204616,1.0,2.0
1602134,2.0,8.0
1202484,2.0,3.0
965441,2.0,8.0
333363,2.0,1.0
1043343,1.0,1.0
335231,1.0,1.0
491474,1.0,1.0
861893,2.0,1.0
588634,1.0,1.0
347720,1.0,1.0
1574485,1.0,1.0
779732,2.0,1.0
1190538,1.0,1.0
370421,1.0,1.0
772216,2.0,1.0
1587329,2.0,1.0
1615892,2.0,1.0
849304,2.0,1.0
1504673,1.0,1.0
685636,1.0,1.0
888094,1.0,1.0
759878,2.0,1.0
797065,2.0,1.0
53154,1.0,1.0
1434483,2.0,1.0
1057857,1.0,1.0
1117141,2.0,1.0
412940,1.0,1.0
1150532,2.0,1.0
1147070,1.0,1.0
636533,1.0,1.0
462904,2.0,2.0
1134122,2.0,1.0
324458,1.0,1.0
510317,2.0,6.0
51519,2.0,1.0
146578,2.0,1.0
1309185,2.0,1.0
1329932,1.0,1.0
1212718,2.0,1.0
343661,1.0,8.0
1249909,2.0,1.0
1313799,2.0,1.0
123084,2.0,1.0
1601712,2.0,1.0
1064587,1.0,1.0
1484368,2.0,1.0
1662427,2.0,2.0
280113,2.0,1.0
1057604,1.0,1.0
1619374,1.0,1.0
1507460,1.0,1.0
899993,2.0,2.0
56432,2.0,1.0
476198,2.0,6.0
402307,2.0,1.0
1578237,2.0,1.0
566803,1.0,1.0
1302711,2.0,1.0
1565321,1.0,1.0
776235,1.0,1.0
1651800,1.0,2.0
153336,1.0,6.0
789568,2.0,1.0
1491561,1.0,1.0
1366788,2.0,1.0
1294259,2.0,1.0
360215,2.0,1.0
1269589,1.0,1.0
1631766,2.0,1.0
329785,2.0,1.0
298874,2.0,1.0
1260521,2.0,8.0
545752,1.0,1.0
1623807,1.0,1.0
971087,1.0,1.0
1083615,1.0,1.0
889287,2.0,1.0
671102,1.0,9.0
483119,1.0,1.0
399818,2.0,2.0
183527,1.0,6.0
186307,2.0,6.0
1572689,2.0,1.0
941752,1.0,1.0
47682,1.0,8.0
1355569,2.0,1.0
1245263,1.0,1.0
979973,2.0,1.0
211423,2.0,6.0
1587089,1.0,1.0
1431060,2.0,1.0
337687,1.0,1.0
877618,2.0,1.0
595751,2.0,1.0
966125,2.0,1.0
1295687,1.0,1.0
598667,1.0,1.0
139420,2.0,1.0
995425,2.0,1.0
893812,1.0,1.0
1015472,2.0,1.0
1601886,2.0,1.0
1353233,1.0,1.0
898723,2.0,6.0
379028,2.0,1.0
867882,1.0,1.0
936564,2.0,1.0
1579366,1.0,2.0
1530818,2.0,2.0
319069,1.0,1.0
1504209,1.0,1.0
1431299,2.0,1.0
765676,1.0,1.0
1647968,2.0,1.0
741412,1.0,1.0
545905,1.0,1.0
1137810,1.0,1.0
1168300,1.0,1.0
1595472,1.0,1.0
1280550,1.0,1.0
245160,2.0,6.0
1318009,1.0,1.0
306777,2.0,1.0
941433,2.0,1.0
402632,1.0,1.0
1032403,1.0,6.0
63357,1.0,1.0
67437,1.0,1.0
173579,2.0,8.0
1491138,1.0,1.0
1528645,1.0,1.0
525051,1.0,1.0
635142,1.0,1.0
794118,1.0,1.0
413821,2.0,1.0
755657,2.0,1.0
1507750,2.0,1.0
788071,1.0,1.0
450766,1.0,1.0
1394411,2.0,1.0
797506,2.0,1.0
1574330,1.0,1.0
266740,2.0,1.0
1487407,2.0,6.0
936639,2.0,2.0
393569,2.0,1.0
1025396,2.0,1.0
382673,1.0,1.0
1194867,1.0,1.0
1458088,2.0,1.0
418778,2.0,1.0
462118,1.0,2.0
1644974,1.0,1.0
827903,2.0,1.0
904077,1.0,1.0
1469641,2.0,1.0
910488,2.0,1.0
1521121,2.0,1.0
1618376,1.0,1.0
1561811,1.0,1.0
245228,2.0,1.0
1174728,1.0,1.0
1361407,1.0,1.0
774997,1.0,1.0
504716,1.0,1.0
122728,1.0,8.0
664538,1.0,2.0
1661401,1.0,1.0
14617,2.0,2.0
347850,1.0,1.0
1279521,1.0,1.0
25226,1.0,1.0
1643272,1.0,1.0
927316,2.0,1.0
693586,2.0,1.0
1556369,2.0,6.0
1208348,1.0,3.0
390326,1.0,1.0
941727,1.0,1.0
1240918,2.0,2.0
613814,1.0,1.0
466837,1.0,1.0
482300,2.0,1.0
1580586,2.0,1.0
1398545,2.0,8.0
1653602,1.0,1.0
453235,1.0,1.0
506926,2.0,1.0
1546255,1.0,1.0
1341737,2.0,1.0
461377,1.0,1.0
1227135,1.0,1.0
534409,2.0,1.0
1063092,1.0,1.0
829207,2.0,1.0
981209,2.0,2.0
691077,2.0,1.0
1339855,2.0,1.0
336354,1.0,1.0
522575,2.0,1.0
563174,1.0,2.0
955581,1.0,1.0
983086,2.0,2.0
768363,2.0,1.0
815794,2.0,1.0
1395366,1.0,6.0
561819,1.0,1.0
732289,1.0,1.0
1598094,2.0,1.0
727487,2.0,1.0
1653151,1.0,1.0
860924,2.0,1.0
1229434,1.0,1.0
1159671,2.0,1.0
181574,2.0,1.0
54771,1.0,8.0
419846,2.0,1.0
36076,2.0,1.0
1391658,1.0,1.0
829792,1.0,1.0
629284,1.0,1.0
1274209,1.0,1.0
1574874,1.0,1.0
305856,2.0,1.0
1395572,1.0,8.0
1358845,1.0,1.0
1017105,1.0,2.0
1104614,1.0,1.0
154500,1.0,1.0
68103,2.0,1.0
273457,2.0,1.0
1594617,1.0,1.0
602430,2.0,1.0
201839,1.0,8.0
989119,1.0,1.0
1532561,1.0,6.0
313169,2.0,1.0
991711,1.0,1.0
263880,2.0,3.0
887831,1.0,1.0
216297,2.0,8.0
650692,2.0,1.0
818905,1.0,1.0
868147,1.0,1.0
1597579,2.0,1.0
317846,2.0,2.0
738499,1.0,1.0
447694,1.0,1.0
474546,1.0,2.0
374103,2.0,1.0
1357314,1.0,1.0
1013088,1.0,1.0
974182,1.0,1.0
1060305,1.0,2.0
973691,2.0,1.0
336187,1.0,1.0
1360842,1.0,1.0
475677,2.0,1.0
601649,1.0,1.0
1082584,2.0,1.0
347762,1.0,1.0
1247852,1.0,1.0
193318,2.0,1.0
1270780,2.0,6.0
817807,1.0,1.0
263202,2.0,1.0
1305562,2.0,1.0
135917,2.0,1.0
1503807,2.0,1.0
1104864,2.0,1.0
897887,2.0,8.0
825685,2.0,1.0
1343225,2.0,2.0
89648,1.0,6.0
1570625,2.0,1.0
505231,2.0,2.0
1527366,1.0,1.0
367973,1.0,1.0
1630490,2.0,1.0
588551,1.0,1.0
1402888,1.0,1.0
703522,2.0,1.0
95826,2.0,1.0
734250,1.0,1.0
537835,2.0,1.0
354344,2.0,1.0
93449,2.0,6.0
254916,1.0,1.0
758012,2.0,1.0
41859,1.0,1.0
2472,2.0,1.0
1184608,2.0,1.0
1032217,2.0,2.0
218313,2.0,6.0
1225064,2.0,1.0
108099,1.0,2.0
962389,2.0,1.0
518318,2.0,1.0
274571,1.0,1.0
833328,1.0,1.0
214518,1.0,1.0
258967,2.0,1.0
1161064,2.0,1.0
472850,2.0,1.0
976621,1.0,2.0
1417937,2.0,1.0
1433473,2.0,1.0
702962,1.0,1.0
826968,2.0,1.0
252802,1.0,1.0
130631,2.0,1.0
506343,1.0,1.0
1444686,2.0,1.0
719049,1.0,1.0
216847,1.0,1.0
1461864,1.0,1.0
367266,1.0,1.0
1354289,2.0,1.0
726450,2.0,1.0
187279,1.0,1.0
747185,2.0,9.0
1151936,2.0,1.0
1632952,1.0,1.0
681806,2.0,1.0
736641,1.0,1.0
163328,1.0,1.0
90203,1.0,1.0
1372995,2.0,1.0
1283507,2.0,1.0
231458,1.0,1.0
1238003,1.0,1.0
1415711,2.0,1.0
470749,2.0,1.0
7969,2.0,1.0
963018,1.0,1.0
427108,2.0,2.0
1081019,1.0,1.0
1280577,1.0,1.0
166613,1.0,1.0
733036,2.0,1.0
1551892,1.0,1.0
1423598,2.0,1.0
1497670,2.0,1.0
602540,2.0,1.0
705397,2.0,1.0
1377473,1.0,1.0
1377422,1.0,1.0
735925,1.0,8.0
407128,2.0,1.0
75541,1.0,1.0
20362,2.0,2.0
1019180,1.0,1.0
1505703,1.0,1.0
189336,2.0,1.0
1059984,1.0,1.0
10790,2.0,1.0
677779,1.0,6.0
1423669,1.0,1.0
294219,1.0,1.0
1397455,2.0,1.0
1231280,1.0,1.0
588548,1.0,1.0
1270611,2.0,1.0
1486476,1.0,8.0
116957,1.0,7.0
957613,2.0,1.0
1561068,1.0,2.0
83385,1.0,8.0
57197,2.0,1.0
614843,2.0,2.0
910351,1.0,1.0
1278018,1.0,1.0
1336880,2.0,1.0
1249261,1.0,1.0
910094,1.0,1.0
425956,1.0,1.0
1484547,2.0,1.0
1599574,1.0,1.0
855321,1.0,1.0
1572857,2.0,1.0
647209,2.0,1.0
1646920,1.0,1.0
340076,2.0,1.0
485250,1.0,1.0
425084,1.0,1.0
369797,1.0,1.0
314625,2.0,1.0
7473,2.0,1.0
1071951,2.0,1.0
846417,2.0,1.0
1590801,1.0,1.0
1044036,2.0,2.0
1374967,1.0,2.0
449803,1.0,1.0
687540,2.0,6.0
237209,2.0,1.0
647645,2.0,1.0
535236,1.0,1.0
28926,1.0,1.0
857583,2.0,1.0
525726,2.0,1.0
1568630,2.0,1.0
1243000,1.0,1.0
1483422,2.0,1.0
238088,1.0,1.0
1305442,1.0,1.0
1364399,1.0,1.0
865277,2.0,1.0
1228551,2.0,1.0
606961,1.0,1.0
483376,1.0,1.0
1013430,2.0,1.0
1593321,2.0,1.0
201280,2.0,1.0
448004,1.0,2.0
993949,2.0,1.0
524305,1.0,9.0
987057,2.0,1.0
518919,2.0,1.0
108412,1.0,1.0
897618,1.0,1.0
719461,2.0,2.0
672772,2.0,1.0
261081,2.0,1.0
262946,1.0,1.0
580214,1.0,1.0
431910,2.0,2.0
1494541,1.0,1.0
1225947,1.0,1.0
607484,1.0,1.0
417205,1.0,1.0
478470,1.0,1.0
648813,1.0,1.0
259296,2.0,1.0
1044024,2.0,1.0
1433890,1.0,1.0
1389512,2.0,1.0
1409040,2.0,2.0
129412,2.0,1.0
1600576,1.0,1.0
435403,1.0,1.0
726239,2.0,6.0
317413,1.0,1.0
1622832,2.0,1.0
634760,2.0,1.0
855034,1.0,1.0
396810,2.0,2.0
49738,2.0,1.0
838751,2.0,1.0
1298991,2.0,1.0
614536,2.0,1.0
192853,2.0,1.0
399232,1.0,1.0
658424,2.0,1.0
411915,2.0,1.0
435973,2.0,1.0
463093,2.0,1.0
917818,1.0,1.0
848119,2.0,1.0
1309165,1.0,8.0
333534,1.0,1.0
618341,2.0,1.0
1596116,2.0,2.0
914875,1.0,1.0
1504778,1.0,2.0
1038677,1.0,1.0
860695,1.0,1.0
709917,2.0,1.0
1173141,1.0,1.0
461170,2.0,1.0
126217,2.0,1.0
639190,1.0,1.0
1402278,2.0,1.0
365820,2.0,2.0
925377,2.0,1.0
928302,2.0,1.0
739407,2.0,1.0
495645,2.0,1.0
1014072,2.0,2.0
238802,2.0,6.0
504574,1.0,1.0
569651,2.0,1.0
1576041,2.0,9.0
1097313,2.0,1.0
680096,1.0,1.0
1130229,2.0,1.0
892361,1.0,1.0
612863,1.0,1.0
621871,1.0,1.0
878459,2.0,1.0
209035,1.0,9.0
373615,2.0,1.0
1661442,2.0,1.0
652373,1.0,1.0
1622036,1.0,1.0
785784,1.0,1.0
394832,2.0,1.0
293309,2.0,1.0
1416533,2.0,1.0
1357020,1.0,1.0
66551,1.0,1.0
1060672,2.0,1.0
408962,1.0,8.0
696620,1.0,8.0
1236985,2.0,2.0
1010506,1.0,1.0
670527,1.0,1.0
192795,1.0,1.0
787755,2.0,1.0
635630,1.0,1.0
619228,2.0,1.0
73239,1.0,2.0
1184901,1.0,1.0
661646,2.0,1.0
708284,1.0,1.0
1002409,2.0,6.0
847051,2.0,1.0
1496712,2.0,1.0
527847,2.0,1.0
1128715,2.0,6.0
1585162,2.0,1.0
158705,2.0,1.0
467850,2.0,2.0
1521347,1.0,1.0
852650,2.0,1.0
393732,2.0,2.0
1240169,2.0,1.0
722046,1.0,1.0
678274,2.0,6.0
1162550,1.0,1.0
59836,2.0,1.0
602873,1.0,1.0
393912,2.0,1.0
1115604,2.0,1.0
1384040,1.0,1.0
1485646,1.0,1.0
831877,1.0,1.0
612441,1.0,1.0
1357150,1.0,1.0
193289,2.0,1.0
831376,2.0,1.0
1470597,2.0,1.0
1030563,1.0,1.0
1565977,2.0,1.0
1649711,2.0,6.0
1645799,1.0,1.0
989689,2.0,1.0
18288,1.0,1.0
583792,1.0,1.0
6032,2.0,1.0
400716,2.0,1.0
398278,1.0,1.0
994329,2.0,1.0
1083071,1.0,2.0
1090808,2.0,2.0
1371773,1.0,1.0
1563743,1.0,1.0
1335829,1.0,9.0
1453013,1.0,1.0
1106845,1.0,1.0
1329083,2.0,1.0
335008,2.0,1.0
428541,2.0,9.0
851629,2.0,1.0
1291632,2.0,1.0
170529,2.0,1.0
18454,1.0,2.0
1020996,2.0,1.0
1524556,1.0,1.0
577398,2.0,1.0
826792,1.0,1.0
604559,1.0,1.0
1220180,2.0,1.0
59266,2.0,1.0
20937,2.0,1.0
696064,2.0,1.0
1219645,2.0,9.0
799743,2.0,1.0
260819,1.0,1.0
1170079,1.0,1.0
79966,2.0,2.0
1513747,1.0,1.0
671266,1.0,1.0
606239,1.0,1.0
921341,1.0,1.0
1534224,1.0,1.0
850077,2.0,1.0
426550,2.0,1.0
1588666,1.0,1.0
321246,2.0,1.0
1019656,1.0,1.0
411621,2.0,1.0
751428,2.0,1.0
259901,2.0,1.0
453224,1.0,1.0
996475,2.0,2.0
55677,1.0,1.0
1510314,1.0,1.0
1405321,1.0,1.0
684078,2.0,1.0
640798,2.0,1.0
682165,2.0,1.0
1499675,1.0,1.0
1583016,1.0,1.0
699581,1.0,2.0
1235989,1.0,1.0
545143,1.0,8.0
294080,1.0,1.0
1444867,1.0,1.0
768900,2.0,2.0
1407006,1.0,8.0
587884,1.0,1.0
230810,1.0,6.0
1253608,2.0,1.0
1619902,1.0,1.0
120252,1.0,8.0
1522744,1.0,1.0
1103663,1.0,1.0
1587647,1.0,1.0
18519,1.0,2.0
866404,2.0,1.0
978110,2.0,6.0
1144111,2.0,1.0
421327,2.0,1.0
879355,1.0,1.0
1236967,2.0,1.0
1108254,2.0,2.0
583458,1.0,1.0
1358391,1.0,1.0
1024814,1.0,2.0
1115170,2.0,1.0
1302054,1.0,6.0
1397764,2.0,1.0
136329,1.0,3.0
1072867,1.0,1.0
834768,2.0,2.0
732371,2.0,8.0
962805,2.0,1.0
203810,2.0,1.0
856666,1.0,2.0
604718,2.0,1.0
403027,2.0,1.0
1143160,1.0,2.0
1311394,1.0,1.0
316930,2.0,6.0
336790,1.0,1.0
1027926,1.0,1.0
746358,2.0,2.0
1487807,1.0,1.0
324478,2.0,1.0
258498,1.0,1.0
1234396,1.0,1.0
406738,1.0,2.0
853898,1.0,1.0
965062,1.0,3.0
1294406,1.0,1.0
858093,2.0,1.0
1648728,1.0,1.0
247861,1.0,9.0
105454,1.0,1.0
1511879,2.0,1.0
1485036,2.0,1.0
854951,1.0,1.0
1479599,2.0,2.0
155451,2.0,6.0
1168177,1.0,1.0
629283,1.0,1.0
978845,1.0,1.0
699249,2.0,1.0
1663040,1.0,8.0
113390,2.0,1.0
611124,2.0,1.0
770369,1.0,1.0
1315562,1.0,1.0
1129165,1.0,1.0
195557,2.0,8.0
500956,2.0,1.0
1026076,2.0,2.0
412229,2.0,1.0
40158,1.0,1.0
347756,2.0,1.0
1195500,1.0,1.0
1093245,2.0,6.0
1385412,1.0,1.0
976150,1.0,1.0
1201702,1.0,6.0
255170,2.0,6.0
1661261,1.0,1.0
716707,1.0,1.0
850195,2.0,7.0
1219277,1.0,1.0
305930,2.0,1.0
341427,1.0,1.0
445003,2.0,1.0
1444911,1.0,1.0
671747,2.0,8.0
1640756,2.0,1.0
213027,1.0,1.0
1354782,1.0,1.0
1577067,2.0,1.0
202176,1.0,1.0
375262,1.0,1.0
1211300,1.0,1.0
365838,1.0,1.0
1064924,2.0,8.0
655120,1.0,2.0
1256437,2.0,1.0
623914,1.0,1.0
1325789,2.0,2.0
695172,2.0,6.0
855425,1.0,1.0
497994,2.0,1.0
839169,2.0,1.0
460196,1.0,1.0
1102015,1.0,2.0
